종목명,종목코드,시가총액_억원,시장구분
TIGER 글로벌온디바이스AI,480310,735,ETF
삼성 인버스 2X 천연가스 선물 ETN D,530136,735,ETN
옵티팜,153710,733,코스닥
에이엘티,172670,733,코스닥
유니테크노,241690,732,코스닥
덕우전자,263600,731,코스닥
서린바이오,038070,730,코스닥
유신,054930,730,코스닥
지니너스,389030,730,코스닥
코콤,015710,729,코스닥
희림,037440,727,코스닥
TIGER 차이나테크TOP10,0047A0,726,ETF
평화홀딩스,010770,725,유가증권
아모레퍼시픽홀딩스우,002795,725,유가증권
일신바이오,068330,724,코스닥
성안머티리얼스,011300,724,유가증권
유니온머티리얼,047400,724,유가증권
미트박스,475460,724,코스닥
에너토크,019990,722,코스닥
삼현철강,017480,722,코스닥
SCL사이언스,246960,721,코스닥
강동씨앤엘,198440,721,코스닥
라메디텍,462510,720,코스닥
동일금속,109860,720,코스닥
덕신이피씨,090410,719,코스닥
드림씨아이에스,223250,719,코스닥
대림바스,005750,718,유가증권
삼정펄프,009770,716,유가증권
RISE 코스닥150선물레버리지,278240,715,ETF
팬스타엔터프라이즈,054300,714,코스닥
인디에프,014990,714,유가증권
티비씨,033830,714,코스닥
오로라,039830,714,코스닥
SOL 미국S&P500ESG,399110,713,ETF
엑스플러스,373200,712,코스닥
TJ미디어,032540,711,코스닥
우리넷,115440,711,코스닥
SM Life Design,063440,711,코스닥
TIGER AI반도체핵심공정,471760,711,ETF
GS우,078935,711,유가증권
TIGER 일본엔선물,292560,709,ETF
액토즈소프트,052790,709,코스닥
큐에스아이,066310,707,코스닥
오상자이엘,053980,707,코스닥
조광페인트,004910,707,유가증권
쌍방울,102280,706,유가증권
심플랫폼,444530,705,코스닥
금호전기,001210,705,유가증권
유니크,011320,704,코스닥
성도이엔지,037350,702,코스닥
조광ILI,044060,701,코스닥
화인써키트,127980,701,코스닥
TS인베스트먼트,246690,700,코스닥
삼화전자,011230,699,유가증권
현대에이치티,039010,699,코스닥
디와이디,219550,697,코스닥
테라사이언스,073640,696,코스닥
에스씨디,042110,696,코스닥
한국전자인증,041460,694,코스닥
와이어블,065530,694,코스닥
대주산업,003310,693,코스닥
부국증권우,001275,693,유가증권
화천기공,000850,693,유가증권
인스피언,465480,691,코스닥
심텍홀딩스,036710,690,코스닥
씨앤투스,352700,690,코스닥
신한 WTI원유 선물 ETN(H),500015,690,ETN
오르비텍,046120,688,코스닥
PLUS 신흥국MSCI(합성 H),195980,688,ETF
우림피티에스,101170,686,코스닥
TIGER 글로벌AI전력인프라액티브,491010,685,ETF
모델솔루션,417970,684,코스닥
티웨이홀딩스,004870,684,유가증권
베노티앤알,206400,683,코스닥
잉크테크,049550,683,코스닥
코스텍시스,355150,682,코스닥
이스트에이드,239340,681,코스닥
고려산업,002140,681,유가증권
알체라,347860,681,코스닥
한일단조,024740,681,코스닥
바이브컴퍼니,301300,679,코스닥
포인트엔지니어링,256630,678,코스닥
알엔투테크놀로지,148250,678,코스닥
다보링크,340360,678,코스닥
미래에셋맵스리츠,357250,677,유가증권
코닉오토메이션,391710,677,코스닥
KH 건설,226360,676,코스닥
TIGER 코스닥150 레버리지,233160,676,ETF
대창솔루션,096350,676,코스닥
보라티알,250000,675,코스닥
알파녹스,043100,674,코스닥
신한글로벌액티브리츠,481850,674,유가증권
형지엘리트,093240,673,유가증권
폴라리스세원,234100,672,코스닥
퀀타매트릭스,317690,671,코스닥
아진엑스텍,059120,671,코스닥
DL이앤씨2우(전환),37550L,671,유가증권
제이스텍,090470,671,코스닥
아이큐어,175250,670,코스닥
아비코전자,036010,670,코스닥
세원이앤씨,091090,670,유가증권
이녹스,088390,669,코스닥
린드먼아시아,277070,668,코스닥
탑선,180060,668,코넥스
ACE 단기채권알파액티브,440640,667,ETF
예림당,036000,666,코스닥
서남,294630,666,코스닥
와이엠씨,155650,666,코스닥
오하임앤컴퍼니,309930,666,코스닥
SG세계물산,004060,666,유가증권
프롬바이오,377220,665,코스닥
KBI메탈,024840,664,코스닥
조비,001550,663,유가증권
엔케이,085310,663,유가증권
유엔젤,072130,663,유가증권
해성에어로보틱스,059270,663,코스닥
KB 레버리지 S&P 500 선물 ETN(H),580016,661,ETN
플레이디,237820,661,코스닥
쓰리에이로직스,177900,661,코스닥
KB Wise 분할매매 ETN,580010,660,ETN
두산퓨얼셀1우,33626K,660,유가증권
딥마인드,223310,660,코스닥
아이티센엔텍,010280,660,코스닥
에이텍모빌리티,224110,658,코스닥
에이치시티,072990,658,코스닥
하스,450330,658,코스닥
코데즈컴바인,047770,657,코스닥
RISE 고배당,266160,654,ETF
신한 레버리지 S&P500 선물 ETN,500050,654,ETN
까뮤이앤씨,013700,654,유가증권
모바일어플라이언스,087260,654,코스닥
삼영엠텍,054540,653,코스닥
KIWOOM 국고채30년액티브,471460,653,ETF
진시스템,363250,653,코스닥
엔에프씨,265740,652,코스닥
알리코제약,260660,652,코스닥
KODEX TRF7030,329670,651,ETF
에이치엘사이언스,239610,651,코스닥
테이팩스,055490,650,유가증권
현대건설우,000725,650,유가증권
케이엘넷,039420,649,코스닥
갤럭시아에스엠,011420,649,유가증권
AP헬스케어,109960,649,코스닥
SOL CD금리&머니마켓액티브,497880,649,ETF
푸른기술,094940,645,코스닥
대모,317850,643,코스닥
메리츠 KAP 통안채 3개월 ETN,610066,642,ETN
하츠,066130,641,코스닥
케이엔더블유,105330,641,코스닥
TIGER 2차전지TOP10레버리지,412570,640,ETF
RISE 중국본토대형주CSI100,174360,640,ETF
보락,002760,640,유가증권
흥국,010240,640,코스닥
세아메카닉스,396300,638,코스닥
신한 인버스 2X 코스닥 150 선물 ETN,500072,637,ETN
평화산업,090080,637,유가증권
윙입푸드,900340,636,코스닥
TIGER 경기방어,139280,636,ETF
웰크론,065950,635,코스닥
한화솔루션우,009835,635,유가증권
새론오토모티브,075180,635,유가증권
스코넥,276040,634,코스닥
혜인,003010,634,유가증권
대성하이텍,129920,632,코스닥
동원금속,018500,632,유가증권
한솔로지스틱스,009180,631,유가증권
포스뱅크,105760,631,코스닥
상신브레이크,041650,631,유가증권
CSA 코스믹,083660,631,코스닥
자이글,234920,630,코스닥
PLUS 미국S&P500(H),269540,630,ETF
TIGER 200선물인버스2X,252710,629,ETF
아이디피,332370,628,코스닥
큐라클,365270,628,코스닥
이삭엔지니어링,351330,628,코스닥
케이사인,192250,628,코스닥
KH 미래물산,111870,627,코스닥
한켐,457370,627,코스닥
HANARO Fn K-POP&미디어,395290,625,ETF
사이냅소프트,466410,625,코스닥
NEW,160550,624,코스닥
TIGER 차이나HSCEI,245360,624,ETF
CNT85,056730,623,코스닥
제이투케이바이오,420570,623,코스닥
써니전자,004770,623,유가증권
티디에스팜,464280,623,코스닥
포시에스,189690,622,코스닥
상보,027580,621,코스닥
구영테크,053270,619,코스닥
프로이천,321260,619,코스닥
신풍제약우,019175,618,유가증권
SOL K방산,490480,618,ETF
STX그린로지스,465770,617,유가증권
대림제지,017650,616,코스닥
삼성 미국 대형 성장주 ETN,530019,614,ETN
디티앤씨알오,383930,614,코스닥
네오오토,212560,614,코스닥
한국종합기술,023350,614,유가증권
아이엠지티,456570,613,코넥스
닷밀,464580,613,코스닥
KODEX 글로벌비만치료제TOP2 Plus,476070,613,ETF
KODEX 아시아달러채권ESG플러스액티브,437070,612,ETF
바이젠셀,308080,612,코스닥
DSR,155660,612,유가증권
에이테크솔루션,071670,611,코스닥
신한 레버리지 코스닥 150 선물 ETN,500071,610,ETN
디알젬,263690,610,코스닥
세원물산,024830,609,코스닥
대륙제관,004780,609,코스닥
화승알앤에이,378850,608,유가증권
에이치엠넥스,036170,607,코스닥
현대ADM,187660,606,코스닥
브리지텍,064480,606,코스닥
제일바이오,052670,606,코스닥
케어랩스,263700,605,코스닥
한투 레버리지 금 선물 ETN,570059,604,ETN
우리로,046970,603,코스닥
탑엔지니어링,065130,603,코스닥
KODEX WTI원유선물(H),261220,603,ETF
ACE 글로벌인컴TOP10 SOLACTIVE,460960,602,ETF
서울리거,043710,599,코스닥
인스웨이브,450520,598,코스닥
대원,007680,598,코스닥
디에이피,066900,597,코스닥
한국팩키지,037230,597,코스닥
이글루,067920,597,코스닥
이건산업,008250,596,유가증권
경창산업,024910,596,코스닥
블리츠웨이엔터테인먼트,369370,596,코스닥
케이이엠텍,106080,596,코스닥
제너셈,217190,595,코스닥
셀바이오휴먼텍,318160,595,코스닥
티이엠씨씨엔에스,241790,595,코스닥
팬엔터테인먼트,068050,595,코스닥
엑시큐어하이트론,019490,595,유가증권
가온그룹,078890,594,코스닥
KB 블룸버그 인버스2X 천연가스선물 ETN(H),580046,594,ETN
셀로맥스사이언스,471820,593,코스닥
마니커,027740,593,유가증권
디지틀조선,033130,592,코스닥
웨이버스,336060,592,코스닥
서울식품,004410,592,유가증권
램테크놀러지,171010,591,코스닥
코오롱인더우,120115,591,유가증권
한투 레버리지 천연가스 선물 ETN B,570093,590,ETN
씨아이테크,004920,590,유가증권
오비고,352910,590,코스닥
바이오포트,188040,589,코스닥
트윔,290090,589,코스닥
아스타,246720,589,코스닥
나무기술,242040,588,코스닥
진매트릭스,109820,588,코스닥
한싹,430690,587,코스닥
삼천리자전거,024950,587,코스닥
더블유에스아이,299170,586,코스닥
씨유테크,376290,585,코스닥
ACE 중장기국공채액티브,272910,585,ETF
인지디스플레,037330,584,코스닥
SOL 금융지주플러스고배당,484880,583,ETF
RISE 미국테크100데일리고정커버드콜,491620,583,ETF
인팩,023810,583,유가증권
에코바이오,038870,583,코스닥
산돌,419120,582,코스닥
KIWOOM 미국달러선물인버스,139660,582,ETF
KODEX 코스피100,237350,582,ETF
DGI,099520,581,코스닥
파워넷,037030,581,코스닥
위세아이텍,065370,580,코스닥
에프엔씨엔터,173940,580,코스닥
천일고속,000650,580,유가증권
시디즈,134790,580,유가증권
YBM넷,057030,579,코스닥
키움 미국달러선물 ETN B,760018,579,ETN
DYP,092780,579,유가증권
삼일씨엔에스,004440,578,유가증권
디티씨,066670,578,코스닥
에스코넥,096630,578,코스닥
옴니시스템,057540,577,코스닥
EDGC,245620,575,코스닥
링크제니시스,219420,575,코스닥
RF시스템즈,474610,574,코스닥
명문제약,017180,574,유가증권
신화인터텍,056700,574,코스닥
서원,021050,572,유가증권
시그네틱스,033170,572,코스닥
블루콤,033560,572,코스닥
옵트론텍,082210,571,코스닥
금비,008870,571,유가증권
미투온,201490,570,코스닥
씨엔알리서치,359090,570,코스닥
티사이언티픽,057680,569,코스닥
다스코,058730,569,유가증권
제일테크노스,038010,569,코스닥
일지테크,019540,568,코스닥
대유,290380,568,코스닥
미래에셋 레버리지 코스피200 선물 ETN,520054,568,ETN
파수,150900,567,코스닥
케이씨티,089150,567,코스닥
윈팩,097800,567,코스닥
캐리,313760,567,코스닥
메타케어,118000,565,유가증권
에이엠시지,495900,565,코넥스
와이오엠,066430,564,코스닥
이렘,009730,564,코스닥
한솔홈데코,025750,564,유가증권
이글벳,044960,563,코스닥
태양,053620,563,코스닥
영풍제지,006740,562,유가증권
KIWOOM 미국나스닥100(H),453080,562,ETF
피플바이오,304840,561,코스닥
엘엠에스,073110,560,코스닥
RISE 미국배당100데일리고정커버드콜,490600,560,ETF
RISE 5G테크,367760,559,ETF
푸드나무,290720,559,코스닥
나노실리칸첨단소재,286750,557,코스닥
아스플로,159010,556,코스닥
코위버,056360,556,코스닥
넥사다이내믹스,351320,556,코스닥
나라엠앤디,051490,555,코스닥
쎄니트,037760,555,코스닥
SG&G,040610,555,코스닥
셀루메드,049180,555,코스닥
픽셀플러스,087600,554,코스닥
TIGER 레버리지,123320,554,ETF
KODEX 미국달러선물,261240,554,ETF
아이지넷,462980,552,코스닥
이상네트웍스,080010,551,코스닥
그리티,204020,551,코스닥
빛과전자,069540,550,코스닥
KODEX iShares미국하이일드액티브,468380,549,ETF
HANARO CAPEX설비투자iSelect,454320,549,ETF
효성오앤비,097870,548,코스닥
에스디생명공학,217480,548,코스닥
한일철강,002220,547,유가증권
애머릿지,900100,545,코스닥
삼성 레버리지 은 선물 ETN(H),530061,544,ETN
인포뱅크,039290,544,코스닥
케이비아이동국실업,001620,543,유가증권
SOL 미국30년국채액티브(H),461600,541,ETF
플레이그램,009810,541,유가증권
다원넥스뷰,323350,540,코스닥
KODEX 미국나스닥AI테크액티브,411420,540,ETF
선도전기,007610,540,유가증권
러셀,217500,540,코스닥
마니커에프앤지,195500,540,코스닥
지더블유바이텍,036180,539,코스닥
버넥트,438700,539,코스닥
머큐리,100590,539,코스닥
SJM홀딩스,025530,538,유가증권
미래에셋 0.5X 코스피200 선물 ETN,520070,538,ETN
SOL 미국TOP5채권혼합40 Solactive,447620,537,ETF
손오공,066910,537,코스닥
마이크로투나노,424980,537,코스닥
캠시스,050110,537,코스닥
고려제약,014570,536,코스닥
모비데이즈,363260,535,코스닥
KoAct 글로벌AI&로봇액티브,471040,535,ETF
우성,006980,533,유가증권
RISE 미국달러SOFR금리액티브(합성),455960,533,ETF
HB인베스트먼트,440290,533,코스닥
모니터랩,434480,532,코스닥
TIGER 미국S&P500레버리지(합성 H),225040,532,ETF
SK케미칼우,28513K,532,유가증권
범양건영,002410,532,유가증권
동우팜투테이블,088910,531,코스닥
SGC E&C,016250,531,코스닥
원익큐브,014190,530,코스닥
우원개발,046940,530,코스닥
대성파인텍,104040,530,코스닥
푸드웰,005670,530,코스닥
포인트모바일,318020,530,코스닥
인지소프트,100030,530,코스닥
프리엠스,053160,529,코스닥
이엠넷,123570,529,코스닥
와이즈버즈,273060,528,코스닥
동아엘텍,088130,527,코스닥
비투엔,307870,527,코스닥
SB성보,003080,526,유가증권
KODEX 차이나H레버리지(H),204450,526,ETF
신한 인버스 2X WTI원유 선물 ETN(H),500027,525,ETN
경남제약,053950,524,코스닥
시큐레터,418250,523,코스닥
SJM,123700,523,유가증권
모아라이프플러스,142760,522,코스닥
미디어젠,279600,522,코스닥
엔피디,198080,521,코스닥
DSR제강,069730,521,유가증권
승일,049830,521,코스닥
피엔에이치테크,239890,521,코스닥
KODEX 고배당,279530,520,ETF
피코그램,376180,520,코스닥
삼화네트웍스,046390,519,코스닥
KX하이텍,052900,519,코스닥
성우전자,081580,518,코스닥
미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,520066,517,ETN
이오플로우,294090,517,코스닥
EG,037370,517,코스닥
